PO_Number,LineItem_ID,Part_Number,Description,Quantity,Unit_Price,Due_Date,Status
33105,1,Y052734,Y052734 [CASE] Y052734 [CASE],1,175.00,2017-12-08,Completed
45905,1,609T6601,609T6601 [SCREWED BUSHING],1,525.00,2018-08-13,Completed
129175,1,8R002101,8R002101 [PISTON INSERT],1,1325.00,2023-12-22,Completed
31049,1,611V6701,611V6701 [ELECTRODE PROBE] ,5,81.75,2017-10-20,Completed
103789,1,647W6502,647W6502 [SLIDE PLATE DC650JM-S],3,420.00,2022-04-15,Completed
139415,1,Y006501,Y006501 [SPACER],1,90.00,2024-07-17,Completed
139415,2,Y089908,Y089908 [LADLE PIN],1,110.00,2024-07-17,Completed
68896,1,N060281,N060281 [SAFETY HOOK],2,1750.00,2019-11-15,Completed
68896,2,Y075430,Y075430 [SPACER],2,20.00,2019-11-15,Completed
75151,1,N017861,N017861[COVER],1,275.00,2020-04-06,Completed
42925,1,N031989,N031989 [SHAFT],5,415.00,2018-06-15,Completed
42925,2,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2,420.00,2018-06-15,Completed
42925,3,N013391,N013391 [SHAFT FOR POUR ASS'Y],2,475.00,2018-06-15,Completed
145079,1,3F056801,3F056801 [HYDRAULIC BLOCK DC 1650CS2],1,795.00,2024-11-01,Completed
44367,1,N048865,N048865 [INJECTION BUSHING] ,2,1885.00,2018-07-20,Completed
27745,1,611V6701,611V6701 [ELECTRODE PROBE],3,81.75,2017-09-15,Completed
66688,1,Y122303,Y122303 [SENSOR HOLDER DHS-T 06 AND NEWER],10,50.00,2019-09-27,Completed
48207,1,624T0004,624T0004 [SPACER],2,185.00,2018-09-17,Completed
27818,1,9X457901,9X457901 [BUSHING],2,625.00,2017-08-04,Completed
27818,2,9X457902,9X457902 [LINK PIN BUSHING],2,505.00,2017-08-04,Completed
27818,3,9X457903,9X457903 [LINK PIN BUSHING DC500J-MS],2,525.00,2017-08-04,Completed
36915,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],5,47.50,2018-02-08,Completed
134327,1,H179374,H179374 [BARREL END CAP 120MM 81B],1,3150.00,2024-04-16,Completed
134327,2,L771420,L771420 [NUT FOR CLAMP CYLINDER ISGS 610],4,295.00,2024-04-16,Completed
134327,3,S530348,S530348 [SPLIT COLLAR I81],2,415.00,2024-04-16,Completed
134327,4,S565107,S565107 [SQUARE NUT],4,215.00,2024-04-16,Completed
123667,1,Y072159,Y072159 [PLATE],2,70.00,2023-08-30,Completed
31511,1,Y042157,Y042157 [BUSHING],2,495.00,2017-10-26,Completed
28726,1,Y042157,Y042157 [BUSHING],2,495.00,2017-08-29,Completed
28726,2,Y037685,Y037685 [SLIDE BAR],2,910.00,2017-08-29,Completed
28726,3,Y065298,Y065298 [FLANGE FOR SLIDE BAR],2,345.00,2017-08-29,Completed
145290,1,Y052732,Y052732 [CASE],1,275.00,2024-12-13,Completed
145290,2,Y052733,Y052733 [SPACER],1,185.00,2024-12-13,Completed
156207,1,S536688,S536688 [CLAMP WEAR STRIP ISGT720 3273MM OAL],4,395.00,2025-08-06,Completed
137835,1,471S1403,471S1403 [SPACER],4,10.00,2024-06-28,Completed
137835,2,471S1405,471S1405 [SPACER],4,10.00,2024-06-28,Completed
137835,3,471S1404,471S1404[SPACER],4,10.00,2024-06-28,Completed
137835,4,471S1503,471S1503[PLATE],4,275.00,2024-06-28,Completed
80655,1,N052403,N052403 [INJECTION BUSHING DC250JS],1,1095.00,2020-08-26,Completed
144165,1,TMM1298,TMM1298 [GUIDE BAR F/ EJECTOR EC250SXIII] ,2,655.00,2024-10-16,Completed
31288,1,4T123801,4T123801 [LEFT SCREW NUT],8,10.00,2017-11-13,Completed
135950,1,H179374,H179374 [BARREL END CAP 120MM 81B],1,3150.00,2024-05-27,Completed
150104,1,N03531G02,N03531G02 [COOLING PIPE],1,475.00,2025-04-04,Completed
143150,1,N054088,N054088 [CAP DC2250CS-2 ],1,1025.00,2024-10-28,Completed
143150,2,Y074206,Y074206 [POPPET DC1650CS-2],1,1125.00,2024-10-28,Completed
143150,3,N054089,N054089 [SEAT DC1650CS-2],1,2175.00,2024-10-28,Completed
113001,1,608R2201,608R2201 [LOCK PLATE],4,155.00,2022-12-09,Completed
89895,1,363X1401,363X1401 [BUSHING],2,1050.00,2021-04-15,Completed
89895,3,363X1402,363X1402 [BUSHING],2,1050.00,2021-04-15,Completed
89895,4,N041420,N041420 [DIE CARRIER BUSHING DQC1650C],8,1550.00,2021-04-15,Completed
89895,5,417T7508,417T7508 [BUSHING],2,2375.00,2021-04-15,Completed
89895,6,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],8,2250.00,2021-04-15,Completed
45535,1,9W4210G02,9W4210G02 [COOLING PIPE],2,335.00,2018-07-27,Completed
46028,1,413S9601,413S9601 [SCRAPER HOLDER],2,362.50,2018-08-22,Completed
46028,2,477S9101,477S9101 [SCRAPER HOLDER],2,392.50,2018-08-22,Completed
46028,3,Y012762,Y012762 [CYLINDER HEAD],2,1475.00,2018-08-22,Completed
46028,4,3W543601,3W543601 [EJECTOR ROD],2,2625.00,2018-08-22,Completed
107706,1,Y026322,Y026322 [CYLINDER JOINT],1,155.00,2022-07-19,Completed
41800,1,Y052727,Y052727 [SPROCKET],5,440.00,2018-05-28,Completed
70405,1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],5,695.00,2019-12-18,Completed
110483,1,N069221,N069221 [EJECTOR ROD DC2500CS2],2,2250.00,2022-09-30,Completed
116958,1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2,1175.00,2023-03-31,Completed
98191,1,8X20BS,8X20BS [BRASS SCREWS],10,2.75,2021-11-03,Completed
57086,1,Y152202,Y152202[SLIDE PLATE],2,258.00,2019-03-08,Completed
23075,1,Y069318,Y069318 [PLUNGER ROD],1,675.00,2017-06-14,Completed
23075,2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,405.00,2017-06-14,Completed
23075,3,N050619,N050619 [COUPLING DC500CLHT],2,2225.00,2017-06-14,Completed
46821,1,H323583,H323583 [INJECTION BUSHING],1,1575.00,2018-08-22,Completed
61246,1,N126702,N126702 [HOOK],4,275.00,2019-05-24,Completed
61246,2,N127477,N127477 [HOOK],2,280.00,2019-05-24,Completed
61246,3,Y187945,Y187945 [LINER],10,115.00,2019-05-24,Completed
61246,4,Y189803,Y189803 [LINER],2,115.00,2019-05-24,Completed
61246,5,Y060387,Y060387 [LS PLATE],4,57.00,2019-05-24,Completed
96625,1,8X20BS,8X20BS [BRASS SCREWS],96,2.75,2021-09-23,Completed
116031,1,L803830,L803830 [HOUSING ISG250N],1,720.00,2023-03-08,Completed
116031,2,S478525,S478525 [BRACKET ISG250N],1,115.00,2023-03-08,Completed
116031,3,S602094,S602094 [COLLAR ISG250N],1,195.00,2023-03-08,Completed
116031,4,S602199,S602199 [SPLIT COLLAR ISG250N I7],1,290.00,2023-03-08,Completed
95338,1,684V2001,684V2001 [BUSHING],2,375.00,2021-08-27,Completed
96157,1,Y055692,Y055692 [PLATE],1,195.00,2021-09-02,Completed
96157,2,Y057652,Y057652 [BEARING RETAINER],1,275.00,2021-09-02,Completed
96157,3,Y060124,Y060124 [FLANGE],1,135.00,2021-09-02,Completed
96157,4,Y058634,Y058634 [SHAFT SPACER],1,45.00,2021-09-02,Completed
96157,5,Y057654,Y057654 [SHAFT],1,215.00,2021-09-02,Completed
145333,1,N054088,N054088 [CAP DC2250CS-2 ],1,1025.00,2024-12-13,Completed
145333,2,N054089,N054089 [SEAT DC1650CS-2],1,2175.00,2024-12-13,Completed
88427,1,613T0701,613T0701 [BUSHING] ,3,390.00,2021-03-17,Completed
49509,1,Y058254,Y058254 [SPACER],7,85.00,2018-10-25,Completed
49509,2,Y155816,Y155816 [SPACER],1,95.00,2018-10-25,Completed
49509,3,Y059901,Y059901 [SPACER],2,110.00,2018-10-25,Completed
49509,4,Y058256,Y058256 [SPACER],2,255.00,2018-10-25,Completed
49509,5,Y058257,Y058257 [BRACKET],2,75.00,2018-10-25,Completed
49509,6,Y059903,Y059903 [ GUIDE],2,120.00,2018-10-25,Completed
49509,7,492V7804,492V7804 [COLLAR],4,75.00,2018-10-25,Completed
49509,8,N108106,N108106 [EJECTOR ROD],4,965.00,2018-10-25,Completed
49509,9,Y098786,Y098786 [JOINT],2,185.00,2018-10-25,Completed
143030,1,TMK0038,TMK0038 [ LINK PIN 2 EC130SX ],6,485.00,2024-10-25,Completed
159068,1,S536688,S536688 [CLAMP WEAR STRIP ISGT720 3273MM OAL],3,395.00,2025-10-10,Completed
24256,1,635W4211,635W4211[BAR FOR TIE BAR LOAD SENSOR] SOONER,1,200.00,2017-06-30,Completed
92682,1,N037052,N037052 [FLANGE],1,1395.00,2021-06-15,Completed
30545,1,9W331301,9W331301 [COVER FOR DC500J- MS],2,325.00,2017-10-30,Completed
145870,1,Y170134,Y170134 [LID],2,680.00,2024-12-27,Completed
103825,1,637R4907,637R4907 [P SQUARE KEY],1,42.50,2022-04-11,Completed
115935,1,LMH0112,LMH0112 [TIE BAR FOR EC110SX],1,2575.00,2023-03-06,Completed
115935,2,LMH0111,LMH0111 {TIE BAR NUT EC110SX],1,795.00,2023-03-06,Completed
124518,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2023-09-15,Completed
137202,1,602T9901,602T9901 [BUSHING] ,1,1475.00,2024-05-13,Completed
84976,1,N013391,N013391 [SHAFT FOR POUR ASS'Y],4,500.00,2020-12-15,Completed
24518,1,H322192,H322192 [INTESIFYING PISTON DC2500CS-2],1,5678.00,2017-07-21,Completed
24518,2,6R893601,6R893601[POPPET],1,2150.00,2017-07-21,Completed
24518,3,Y012556,Y012556 [GUIDE],1,1478.00,2017-07-21,Completed
106975,1,4T123401,4T123401 [LADLE PIN],2,60.00,2022-06-27,Completed
116233,1,Y029732,Y029732 [GUIDE],1,335.00,2023-03-14,Completed
54766,1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],4,950.00,2019-02-01,Completed
145119,1,TMG0735,TMG0735 [SPLIT COLLAR ECSX 1.5A 1.5B],3,275.00,2024-12-06,Completed
92655,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2021-06-14,Completed
92655,2,647W6502,647W6502 [SLIDE PLATE],2,420.00,2021-06-14,Completed
69381,1,H323583,H323583 [INJECTION BUSHING],1,1575.00,2019-11-27,Completed
72789,1,9X976001,9X976001 [JOINT ROD DAL500~800SVSH],2,225.00,2020-02-18,Completed
72789,2,9X976002,9X976002 [JOINT ROD DAL500~800SVSH],2,225.00,2020-02-18,Completed
95106,1,637R4101,637R4101 [BUSHING],5,275.00,2021-08-12,Completed
84755,1,6T370702,6T370702 [SPACER FOR DC135EL],1,125.00,2020-12-10,Completed
84755,2,488S6302,488S6302 [COUPLING DC135EL],1,895.00,2020-12-10,Completed
117897,1,N044300,N044300 [PLINGER ROD] RUSH,4,1225.00,2023-03-24,Completed
89265,1,6R148201,6R148201 [PLATE],1,25.00,2021-03-26,Completed
89265,2,447T5402,447T5402 [PLATE - 200MM TOP RADIUS],1,195.00,2021-03-26,Completed
120785,1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],8,1475.00,2023-06-22,Completed
120785,2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],4,1175.00,2023-06-22,Completed
120785,3,438S5707,438S5707 [SPACER FOR PLUNGER UNIT],1,325.00,2023-06-22,Completed
36695,1,N017860,N017860[COVER],2,275.00,2018-02-27,Completed
36695,2,N017861,N017861[COVER],2,275.00,2018-02-27,Completed
131878,1,N017858,N017858 [HOLDER GRIPPER DTO250~350SLH],2,1025.00,2024-03-08,Completed
131878,2,Y052726,Y052726[SPROCKET],1,470.00,2024-03-01,Completed
81177,1,609T2102,609T2102 [TIE BAR BUSHING DC350CL-3],8,595.00,2020-09-15,Completed
158616,1,Y006298,Y006298 [BEACASE],1,350.00,2025-08-21,Completed
85477,1,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],3,81.75,2020-12-18,Completed
57531,1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2,1250.00,2019-03-27,Completed
138848,1,N064799,N064799 [SHAFT],4,865.00,2024-07-29,Completed
138848,2,Y006291,Y006291 [SPROCKET],4,425.00,2024-07-26,Completed
138848,3,Y006298,Y006298 [BEACASE],1,325.00,2024-07-26,Completed
138848,4,Y006501,Y006501 [SPACER],1,90.00,2024-07-26,Completed
138848,5,Y006502,Y006502 [SPACER],1,120.00,2024-07-26,Completed
119886,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],4,55.00,2023-07-01,Completed
57525,1,N054089,N054089 [SEAT DC1650CS-2],1,2100.00,2019-03-27,Completed
57525,2,Y074206,Y074206 [POPPET DC1650CS-2],1,1075.00,2019-03-27,Completed
45874,1,Y065295,Y065295[PLATE],6,15.25,2018-08-17,Completed
45874,2,622V9601,622V9601[SPACER PLATE],4,155.00,2018-08-17,Completed
97932,1,655S3602,655S3602 [BLOCK],2,375.00,2021-10-14,Completed
114391,1,438R2102,438R2102 [SLIDE PLATE] ,2,560.00,2023-01-20,Completed
24520,1,Y006295,Y006295 [CAP],1,95.00,2017-06-29,Completed
24520,2,Y006298,Y006298 [BEACASE],8,295.00,2017-06-29,Completed
24520,3,Y006501,Y006501 [SPACER],2,74.00,2017-06-29,Completed
24520,4,Y006291,Y006291 [SPROCKET],2,365.00,2017-06-29,Completed
24520,5,Y006502,Y006502 [SPACER],4,105.00,2017-06-29,Completed
137548,1,N071319,N071319 [RAIL FOR SAFETY DOOR],1,955.00,2024-06-21,Completed
129776,1,4T123401,4T123401 [LADLE PIN],1,60.00,2024-01-12,Completed
129776,2,609T6501,609T6501 [GLAND PACKING],1,445.00,2024-01-12,Completed
129776,3,613T0701,613T0701 [BUSHING],1,415.00,2024-01-12,Completed
129776,4,N052403,N052403 [INJECTION BUSHING DC250JS],1,1095.00,2024-01-12,Completed
124520,1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2,1475.00,2023-09-08,Completed
124520,2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2,1175.00,2023-09-08,Completed
60438,1,4T122502,4T122502 [LEFT SCREW BOLT],5,45.00,2019-05-21,Completed
148870,1,LMR2307,LMR2307 [BRACKET],2,790.00,2025-03-14,Completed
148870,2,S657025,S657025 [PIVOT PIN EC240 i6],1,95.00,2025-03-14,Completed
121855,1,611V6701,611V6701 [ELECTRODE PROBE Y102648],4,85.00,2023-06-26,Completed
48149,1,9W306201,9W306201 [LINK PIN],2,450.00,2018-09-28,Completed
48149,2,9W306202,9W306202 [LINK PIN],2,580.00,2018-09-28,Completed
48149,3,609T6601,609T6601 [SCREWED BUSHING],1,525.00,2018-09-28,Completed
48149,4,9X541001,9X541001 [KEY],4,64.00,2018-09-28,Completed
59050,1,Y033657,Y033657 [BLOCK],4,105.00,2019-04-16,Completed
59050,2,609T6501,609T6501 [GLAND PACKING],1,425.00,2019-04-16,Completed
59050,3,Y006651,Y006651 [LINER BRASS STANDARD],1,975.00,2019-04-16,Completed
59050,4,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2,250.00,2019-04-16,Completed
54212,1,N072802,N072802 [EJECTOR ROD],4,835.00,2019-01-23,Completed
112535,1,N076372,N076372 [PISTON ROD],1,745.00,2022-11-25,Completed
112535,2,N071871,N071871 [GUIDE],1,750.00,2022-11-25,Completed
93017,1,Y153922,Y153922[SLIDE PLATE],2,1175.00,2021-06-22,Completed
93017,2,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2,1250.00,2021-06-22,Completed
93017,3,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],1,2225.00,2021-06-22,Completed
93017,4,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],4,55.00,2021-06-28,Completed
110478,1,Y052733,Y052733 [SPACER],3,170.00,2022-09-23,Completed
71938,1,637R3501,637R3501 [SPROCKET],3,110.00,2020-01-23,Completed
71938,2,648T5201,648T5201 [KEEP PLATE FOR DHS- T],5,70.00,2020-01-23,Completed
87076,1,Y006975,Y006975 [FLANGE],2,1275.00,2021-02-08,Completed
87076,2,N014109,N014109 [PISTON ROD],2,2445.00,2021-02-08,Completed
139767,1,Y006298,Y006298 [BEACASE],2,325.00,2024-08-09,Completed
139767,2,Y006502,Y006502 [SPACER],1,120.00,2024-08-09,Completed
30757,1,4T122502,4T122502 [LEFT SCREW BOLT],7,42.50,2017-11-06,Completed
30757,2,4T122501,4T122501 [RIGHT SCREW BOLT],7,45.00,2017-11-06,Completed
111955,1,N065194,N065194 [PACKING RETAINER],1,995.00,2022-11-11,Completed
151395,1,611V6701,611V6701 [ELECTRODE PROBE Y102648],6,85.00,2025-04-25,Completed
152850,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],3,390.00,2025-05-30,Completed
152850,2,674W9401,674W9401 [RING],1,250.00,2025-05-30,Completed
152850,3,8X20BS,8X20BS [BRASS SCREWS],12,3.00,2025-05-30,Completed
35607,1,N049364,N049364 [LADLE SHAFT],1,1250.00,2018-01-31,Completed
58548,1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2,355.00,2019-04-04,Completed
109075,1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],8,355.00,2022-08-26,Completed
109075,2,N072802,N072802 [EJECTOR ROD],8,835.00,2022-08-26,Completed
155078,1,L552676,L552676 [BARREL END CAP 36MM ISF-3A ISG-5Y ECN 4Y 5Y],5,580.00,2025-07-24,Completed
114756,1,L290128,[FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF] L290128 [FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF],1,315.00,2023-01-24,Completed
108419,1,Y074129,Y074129 [FLANGE FOR C2G16],1,495.00,2022-08-04,Completed
84437,1,Y006291,Y006291 [SPROCKET],5,345.00,2020-12-02,Completed
121909,1,S183007,S183007 [SPLIT COLLAR ISE ISG EC 8A 8B 10A 10B] S183007 [SPLIT COLLAR ISE ISG EC 8A 8B 10A 10B],1,375.00,2023-07-27,Completed
29372,1,9W306207,9W306207 [LINK PIN],2,525.00,2017-09-25,Completed
29372,2,9W306208,9W306208 [LINK PIN],2,525.00,2017-09-25,Completed
144808,1,624T0004,624T0004 [SPACER],1,195.00,2024-11-08,Completed
148940,1,TML1035,TML1035 [SPLIT COLLAR 4A 4B 6Y 8Y ECSX],1,240.00,2025-03-21,Completed
30637,1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2,515.00,2017-10-27,Completed
107919,1,N000793,N000793 [SHAFT],1,985.00,2022-08-01,Completed
155087,1,Y098694,Y098694 [BUSHING],2,375.00,2025-07-18,Completed
138525,1,Y058582,Y058582 [ROLLER SHAFT],1,205.00,2024-07-19,Completed
138525,2,Y059908,Y059908 [ROLLER],1,325.00,2024-07-19,Completed
138525,3,Y060149,Y060149 [ROLLER SHAFT],1,225.00,2024-07-19,Completed
138525,4,Y135942,Y135942 [ROLLER],1,345.00,2024-07-19,Completed
113978,1,N069434,N069434 [CYLINDER BRACKET],1,995.00,2023-01-12,Completed
113978,2,N069433,N069433 [CYLINDER BRACKET],1,995.00,2023-01-12,Completed
125945,1,Y023414,Y023414 [STOPPER],1,400.00,2023-10-20,Completed
125945,2,Y074206,Y074206 [POPPET DC1650CS-2],1,1075.00,2023-10-20,Completed
125945,3,N054089,N054089 [SEAT DC1650CS-2],1,2100.00,2023-10-20,Completed
142712,1,624T0004,624T0004 [SPACER],1,195.00,2024-09-27,Completed
112125,1,637R3501,637R3501 [SPROCKET],3,110.00,2022-11-17,Completed
63086,1,4T448001,4T448001 [LEFT SCREW NUT SAME AS P/N 4T44801],6,10.00,2019-07-22,Completed
128285,1,Y132910,Y132910 [DOOR ROLLER],1,300.00,2023-11-30,Completed
147124,1,S486144,S486144 [SPLIT COLLAR ISGS610 FOR TIE BAR],1,415.00,2025-02-07,Completed
147124,2,S638725,S638725 [CLAMP WEAR STRIP EC65 NON OP 1494MM X 92MM ],1,335.00,2025-02-07,Completed
147124,3,S655940,S655940 [CLAMP WEAR STRIP OP SIDE EC65],1,335.00,2025-02-07,Completed
72835,1,20x180,20x180 [SPECIAL BOLT],8,45.00,2020-01-29,Completed
72835,2,20x200,20x200 [ SPECIAL BOLT],4,50.00,2020-01-29,Completed
72835,3,Y194846,Y194846 [SPACER],4,275.00,2020-01-29,Completed
72835,4,Y194847,Y194847 [SPACER],2,375.00,2020-01-29,Completed
72835,5,Y194848,Y194848 [SPACER],6,575.00,2020-01-29,Completed
148217,1,N02912G01,N02912G01 [COOLING PIPE ASSEMBLY],2,545.00,2025-03-03,Completed
157337,1,S978457,S978457 [PUMP FLANGE F/IPS NEW TYPE PUMP ISGSW GT IS- DG/DF],1,525.00,2025-09-12,Completed
88027,1,H323582,H323582 [INJECTION BUSHING DC650JMS],2,1235.00,2021-03-02,Completed
104948,1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],1,1475.00,2022-05-10,Completed
104948,2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],1,1175.00,2022-05-10,Completed
61108,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],3,47.50,2019-05-30,Completed
130353,1,N069221,N069221 [EJECTOR ROD DC2500CS2],2,2250.00,2024-01-24,Completed
33128,1,Y042157,Y042157 [BUSHING],2,495.00,2017-11-24,Completed
62415,1,637R3301,637R3301 [SPROCKET],5,110.00,2019-07-09,Completed
73256,1,8X20BS,8X20BS [BRASS SCREWS],288,2.75,2020-02-21,Completed
117908,1,607F4001,607F4001 [EJECTOR PIN/ STOPPER ECSX 248MM OAL HEX M16],4,155.00,2023-03-28,Completed
117908,2,S606253,S606253 [CLAMP WEAR STRIP ISG250N],4,175.00,2023-03-28,Completed
38055,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,2,250.00,2018-03-07,Completed
102155,1,674W9902,674W9902 [FITTING FOR PLUNGER ASSY DC350JMT],4,425.00,2022-02-16,Completed
75154,1,N048865,N048865 [INJECTION BUSHING],1,875.00,2020-04-20,Completed
123306,1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2,85.00,2023-08-01,Completed
41583,1,Y020020,Y020020 [SHAFT],1,325.00,2018-05-24,Completed
28535,1,N108781,N108781 [SLIDE ROD],4,725.00,2017-08-23,Completed
101449,1,H39579G01,H39579G01[COUPLING ],1,2315.00,2022-02-15,Completed
39376,1,Y052732,Y052732 [CASE],1,275.00,2018-04-06,Completed
39376,2,Y049547,Y049547 [CASE],1,195.00,2018-04-06,Completed
39376,3,Y052734,Y052734 [CASE],1,175.00,2018-04-06,Completed
87498,1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],1,960.00,2021-02-11,Completed
87498,2,6S331301,6S331301 [GUIDE SHAFT],1,725.00,2021-02-11,Completed
94382,1,236W0801,236W0801 [COUPLING DC3500CS],1,3820.00,2021-08-02,Completed
129830,1,TML0029,TML0029 [SUPPORT 5] TML0029 [SUPPORT 5],1,145.00,2023-12-28,Completed
53150,1,Y104280,Y104280 [PLATE],2,295.00,2018-12-25,Completed
145040,1,N069971,N069971[POPPET] ,2,2550.00,2024-12-06,Completed
154159,1,695R1601,695R1601 [LOCK NUT],3,50.00,2025-06-27,Completed
154159,2,H323582,H323582 [INJECTION BUSHING DC650JMS],1,1235.00,2025-06-27,Completed
154159,3,N070920,N070920[LADLE SHAFT],1,680.00,2025-06-27,Completed
154159,4,Y098806,Y098806 [SPROCKET],1,165.00,2025-06-27,Completed
154159,5,Y098809,Y098809 [P SQUARE KEY],1,35.00,2025-06-27,Completed
154159,6,Y098807,Y098807 [P SQUARE KEY],1,35.00,2025-06-27,Completed
154159,7,Y098869,Y098869 [BUSHING],2,375.00,2025-06-27,Completed
63087,1,4T448101,4T448101 [FEMALE SCREW ROD],7,44.00,2019-07-22,Completed
151747,1,Y069318,Y069318 [PLUNGER ROD],2,810.00,2025-05-09,Completed
82245,1,Y007086,Y007086 [ STOPPER STAND ],1,145.00,2020-10-06,Completed
125788,1,S486145,S486145 [TIE BAR NUT ISGS610] ,4,875.00,2023-10-30,Completed
142713,1,607F4002,[EJE. PIN / MECH. STOPPER INJ. ECSX I36 269MM OAL HEX M16],4,185.00,2024-10-18,Completed
63905,1,674W9901,674W9901 [SHOT ROD ADAPTOR],2,675.00,2019-07-29,Completed
147496,1,N072802,N072802 [EJECTOR ROD],1,825.00,2025-02-14,Completed
147496,2,Y006291,Y006291 [SPROCKET],2,425.00,2025-02-14,Completed
147496,3,Y006298,Y006298 [BEACASE],2,350.00,2025-02-14,Completed
147496,4,Y006502,Y006502 [SPACER],1,110.00,2025-02-14,Completed
147496,5,Y006501,Y006501 [SPACER],1,125.00,2025-02-14,Completed
67752,1,Y006299,Y006299 [CASE GUIDE],2,435.00,2019-10-17,Completed
67752,2,Y090016,Y090016 [GUIDE],2,475.00,2019-10-17,Completed
138530,1,609T1801,609T1801 [KEY],2,195.00,2024-07-19,Completed
138530,2,6S572815,6S572815 [LOCK BOLT],6,10.00,2024-07-19,Completed
138530,3,9W306206,9W306206 [LINK PIN DC500J-MS],1,825.00,2024-07-19,Completed
138530,4,9W306303,9W306303 [LINK PIN],2,1125.00,2024-07-19,Completed
138530,5,9X541002,9X541002 [P-SQUARE KEY],1,80.00,2024-07-19,Completed
129415,1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2,1475.00,2023-12-29,Completed
30636,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)] ,2,310.00,2017-10-16,Completed
144809,1,N048865,N048865 [INJECTION BUSHING],2,975.00,2024-11-29,Completed
98976,1,647W6503,647W6503 [SLIDE PLATE ],4,390.00,2021-12-01,Completed
72377,1,N107131,N107131 [LINER ],2,3100.00,2020-02-17,Completed
143800,1,N048865,N048865 [INJECTION BUSHING],2,975.00,2024-11-08,Completed
28086,1,612R7701,612R7701[P. SQUIARE KEY],1,125.00,2017-08-09,Completed
28086,2,Y052731,Y052731 [SPROCKET],1,30.00,2017-08-09,Completed
28086,3,Y015907,Y015907 [CASE GUIDE],2,425.00,2017-08-09,Completed
28086,4,Y052732,Y052732 [CASE],1,275.00,2017-08-09,Completed
28086,6,Y052733,Y052733 [SPACER],1,180.00,2017-08-09,Completed
28086,7,Y052734,Y052734 [CASE],1,175.00,2017-08-09,Completed
113762,1,N090932,N090932 [PLUNGER TIP],4,995.00,2023-01-04,Completed
113762,2,N090933,N090933 [TIP JOINT],4,595.00,2023-01-04,Completed
81566,1,609T2102,609T2102 [TIE BAR BUSHING DC350CL-3],8,595.00,2020-10-09,Completed
81566,2,Y042157,Y042157 [CROSS HEAD BUSHING],2,495.00,2020-10-09,Completed
81566,3,609T1801,609T1801 [KEY],6,175.00,2020-10-09,Completed
81566,4,Y065295,Y065295[PLATE],6,17.50,2020-10-09,Completed
81566,5,609T1001,609T1001 [LINK PIN BUSHING FOR DC350CL-1],12,515.00,2020-10-09,Completed
22597,1,612R7701,612R7701[P. SQUIARE KEY],1,125.00,2017-05-12,Completed
22597,2,649W8901,649W8901 [P SQUARE KEY],1,75.00,2017-05-12,Completed
22597,3,Y052731,Y052731 [SPROCKET],1,30.00,2017-05-12,Completed
